transaction_id,row_number,date,initials,source,company,amount,status,matched_source,target_sheet,target_header,confidence,processing_notes,filed_date
3d40370885a5,1844,07/01/25,AMW,REG 1 DEPOSIT,NUGZ,1992.99,low_confidence,REG 1 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 1 DEPOSIT' with confidence 1.0,2025-07-20 20:22:16
20c714c7ccf2,1845,07/01/25,AMW,REG 1 BANK,NUGZ,-300.0,low_confidence,REG 1 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 1 BANK' with confidence 1.0,2025-07-20 20:22:16
1de43b25fdc8,1847,07/02/25,JKS,ORDER XEN,NUGZ,-335.0,low_confidence,ORDER XEN EXTRACTS,(B) CANNABIS DIST.,XEN XTRACTS,1.2,Matched to 'ORDER XEN EXTRACTS' with confidence 1.2,2025-07-20 20:22:16
22bc8b1e821b,1848,07/02/25,JKS,ORDER CAVI,NUGZ,-675.0,low_confidence,ORDER CAVIAR GOLD,(A) CANNABIS DIST.,GRAY CLOUD,1.2,Matched to 'ORDER CAVIAR GOLD' with confidence 1.2,2025-07-20 20:22:16
01cf04c909ae,1850,07/02/25,JJS2,ORDER CARTEL,NUGZ,-1600.0,low_confidence,ORDER CARTEL,(A) CANNABIS DIST.,CARTEL,1.0,Matched to 'ORDER CARTEL' with confidence 1.0,2025-07-20 20:22:16
ad59b50befd3,1851,07/02/25,JJS2,ORDER BORO,NUGZ,-772.5,low_confidence,ORDER BORO FARMS,(A) CANNABIS DIST.,FAITH O528,1.2,Matched to 'ORDER BORO FARMS' with confidence 1.2,2025-07-20 20:22:16
226dde878b56,1852,07/02/25,JJS2,ORDER OKC NOVELTY,NUGZ,-630.0,low_confidence,ORDER OKC NOVELTY,NON CANNABIS,OKC NOVELTY,1.0,Matched to 'ORDER OKC NOVELTY' with confidence 1.0,2025-07-20 20:22:16
dd110fc8406b,1853,07/02/25,JJS2,ORDER VERY GOOD GROWS,NUGZ,-560.5,low_confidence,ORDER VERY GOOD GROW,(B) CANNABIS DIST.,VERY GOOD GROWS,1.2,Matched to 'ORDER VERY GOOD GROW' with confidence 1.2,2025-07-20 20:22:16
9dda9be5c6fe,1854,07/02/25,JJS2,ORDER DIME,NUGZ,-1278.65,low_confidence,ORDER DIME,(B) CANNABIS DIST.,PARAGON XTR.,1.0,Matched to 'ORDER DIME' with confidence 1.0,2025-07-20 20:22:16
61ada26b1cb2,1855,07/02/25,JJS2,ORDER OKC NOVELTY,NUGZ,-436.23,low_confidence,ORDER OKC NOVELTY,NON CANNABIS,OKC NOVELTY,1.0,Matched to 'ORDER OKC NOVELTY' with confidence 1.0,2025-07-20 20:22:16
ad2cb9b4eb93,1856,07/02/25,JKS,WALMART,NUGZ,-21.95,low_confidence,WALMART,NUGZ C.O.G.,WALMART,1.0,Matched to 'WALMART' with confidence 1.0,2025-07-20 20:22:16
f4a16b24dc9c,1857,07/02/25,AMW,REG 3 DEPOSIT,NUGZ,324.0,low_confidence,REG 3 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 3 DEPOSIT' with confidence 1.0,2025-07-20 20:22:16
916b704e0157,1858,07/02/25,AMW,REG 3 BANK,NUGZ,-300.0,low_confidence,REG 3 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 3 BANK' with confidence 1.0,2025-07-20 20:22:16
d44b1d881e63,1859,07/02/25,AMW,REG 2 DEPOSIT,NUGZ,787.9,low_confidence,REG 2 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 2 DEPOSIT' with confidence 1.0,2025-07-20 20:22:16
70a229e3efa5,1860,07/02/25,AMW,REG 2 BANK,NUGZ,-300.0,low_confidence,REG 2 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 2 BANK' with confidence 1.0,2025-07-20 20:22:16
f6861f48cebc,1861,07/02/25,AMW,REG 1 DEPOSIT,NUGZ,1454.83,low_confidence,REG 1 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 1 DEPOSIT' with confidence 1.0,2025-07-20 20:22:16
77c1364a8879,1862,07/02/25,AMW,REG 1 BANK,NUGZ,-300.0,low_confidence,REG 1 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 1 BANK' with confidence 1.0,2025-07-20 20:22:16
e6da79da82d4,1863,07/02/25,JJN,ESTIMATED SALES TAX (JUNE),NUGZ,-5200.0,low_confidence,ESTIMATED SALES TAX,NUGZ C.O.G.,ESTIMATED TAX,1.2,Matched to 'ESTIMATED SALES TAX' with confidence 1.2,2025-07-20 20:22:16
5d903a45b58b,1864,07/03/25,JJS,REG 3 BANK,NUGZ,317.0,low_confidence,REG 3 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 3 BANK' with confidence 1.0,2025-07-20 20:22:16
023cb29b29b9,1865,07/03/25,JJS,REG 3 DEPOSIT,NUGZ,-300.0,low_confidence,REG 3 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 3 DEPOSIT' with confidence 1.0,2025-07-20 20:23:09
1965728e44c0,1866,07/03/25,JJS,REG 2 BANK,NUGZ,1183.05,low_confidence,REG 2 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 2 BANK' with confidence 1.0,2025-07-20 20:23:09
a38fed09f9b3,1867,07/03/25,JJS,REG 2 DEPOSIT,NUGZ,-300.0,low_confidence,REG 2 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 2 DEPOSIT' with confidence 1.0,2025-07-20 20:23:09
a88084528a7e,1868,07/03/25,JJS,ATM LOAD,NUGZ,-500.0,low_confidence,ATM LOAD,JGD,ATM LOAD,1.0,Matched to 'ATM LOAD' with confidence 1.0,2025-07-20 20:23:09
e16409073e60,1869,07/03/25,JJS,REG 1 BANK,NUGZ,1986.4,low_confidence,REG 1 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 1 BANK' with confidence 1.0,2025-07-20 20:23:09
2fef6ed2ebc1,1870,07/03/25,JJS,REG 1 DEPOSIT,NUGZ,-300.0,low_confidence,REG 1 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 1 DEPOSIT' with confidence 1.0,2025-07-20 20:23:09
03bfd0dc5bb2,1871,07/04/25,JJS,ORDER OKC NOVELTY,NUGZ,-760.15,low_confidence,ORDER OKC NOVELTY,NON CANNABIS,OKC NOVELTY,1.0,Matched to 'ORDER OKC NOVELTY' with confidence 1.0,2025-07-20 20:23:09
4d1bcd5ee174,1874,07/04/25,GSW,REG 3 DEPOSIT,NUGZ,482.73,low_confidence,REG 3 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 3 DEPOSIT' with confidence 1.0,2025-07-20 20:23:09
ae87e664034f,1875,07/04/25,GSW,REG 3 BANK,NUGZ,-300.0,low_confidence,REG 3 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 3 BANK' with confidence 1.0,2025-07-20 20:23:09
49e72cff0199,1876,07/04/25,GSW,REG 2 DEPOSIT,NUGZ,1527.82,low_confidence,REG 2 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 2 DEPOSIT' with confidence 1.0,2025-07-20 20:23:09
b151a31c4b91,1877,07/04/25,GSW,REG 2 BANK,NUGZ,-300.0,low_confidence,REG 2 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 2 BANK' with confidence 1.0,2025-07-20 20:23:09
91b33050390e,1878,07/04/25,GSW,REG 1 DEPOSIT,NUGZ,1927.45,low_confidence,REG 1 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 1 DEPOSIT' with confidence 1.0,2025-07-20 20:23:09
ecb19fb31ade,1879,07/04/25,GSW,REG 1 BANK,NUGZ,-300.0,low_confidence,REG 1 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 1 BANK' with confidence 1.0,2025-07-20 20:23:09
156779d44f37,1880,07/04/25,JJS,ATM LOAD,NUGZ,-500.0,low_confidence,ATM LOAD,JGD,ATM LOAD,1.0,Matched to 'ATM LOAD' with confidence 1.0,2025-07-20 20:23:09
cebbae6dac09,1882,07/04/25,JJS2,SQUARE TIPS,NUGZ,-664.48,low_confidence,SQUARE TIPS,INCOME,SQUARE,1.0,Matched to 'SQUARE TIPS' with confidence 1.0,2025-07-20 20:23:09
8d4b6e67a0ac,1884,07/05/25,AMW,WALMART,NUGZ,-6.17,low_confidence,WALMART,NUGZ C.O.G.,WALMART,1.0,Matched to 'WALMART' with confidence 1.0,2025-07-20 20:23:09
042f92c60961,1885,07/05/25,AMW,REG 3 DEPOSIT,NUGZ,300.0,low_confidence,REG 3 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 3 DEPOSIT' with confidence 1.0,2025-07-20 20:23:09
81d1f9f7a1d2,1886,07/05/25,AMW,REG 3 BANK,NUGZ,-300.0,low_confidence,REG 3 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 3 BANK' with confidence 1.0,2025-07-20 20:23:09
d8f7feadd02d,1887,07/05/25,AMW,REG 2 DEPOSIT,NUGZ,795.16,low_confidence,REG 2 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 2 DEPOSIT' with confidence 1.0,2025-07-20 20:23:09
113a953b7207,1888,07/05/25,AMW,REG 2 BANK,NUGZ,-300.0,low_confidence,REG 2 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 2 BANK' with confidence 1.0,2025-07-20 20:23:09
86dc08e489ce,1889,07/05/25,AMW,REG 1 DEPOSIT,NUGZ,1672.92,low_confidence,REG 1 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 1 DEPOSIT' with confidence 1.0,2025-07-20 20:23:09
b4aa5b1bb184,1890,07/05/25,AMW,REG 1 BANK,NUGZ,-300.0,low_confidence,REG 1 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 1 BANK' with confidence 1.0,2025-07-20 20:23:09
ab71d9db81d3,1892,07/06/25,KMS,REG 2 BANK,NUGZ,818.57,low_confidence,REG 2 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 2 BANK' with confidence 1.0,2025-07-20 20:23:09
f07991f4d2df,1893,07/06/25,KMS,REG 2 DEPOSIT,NUGZ,-300.0,low_confidence,REG 2 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 2 DEPOSIT' with confidence 1.0,2025-07-20 20:23:09
09eaaef44efb,1894,07/06/25,KMS,REG 1 BANK,NUGZ,1121.92,low_confidence,REG 1 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 1 BANK' with confidence 1.0,2025-07-20 20:23:09
9062cc9f5032,1895,07/06/25,KMS,REG 1 DEPOSIT,NUGZ,-300.0,low_confidence,REG 1 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 1 DEPOSIT' with confidence 1.0,2025-07-20 20:23:09
1a65e8df42d4,1896,07/06/25,KMS,ORDER MITCHELL'S NOVELTIES,NUGZ,-500.0,low_confidence,ORDER MITCHELL'S NOVELTIES,ALLOCATED,MELVIN,1.0,Matched to 'ORDER MITCHELL'S NOVELTIES' with confidence 1.0,2025-07-20 20:23:09
ea43e6d30bf0,1898,07/07/25,GSW,ORDER OKC NOVELTY,NUGZ,-825.0,low_confidence,ORDER OKC NOVELTY,NON CANNABIS,OKC NOVELTY,1.0,Matched to 'ORDER OKC NOVELTY' with confidence 1.0,2025-07-20 20:23:09
4773ff5b590f,1899,07/07/25,KMS,WALMART,NUGZ,-13.65,low_confidence,WALMART,NUGZ C.O.G.,WALMART,1.0,Matched to 'WALMART' with confidence 1.0,2025-07-20 20:23:09
81a16cf973ad,1905,07/07/25,KMS,ALL TIME RESALE,NUGZ,-80.6,low_confidence,ALL TIME RESALE,NON CANNABIS,ALL TIME RESALE,1.0,Matched to 'ALL TIME RESALE' with confidence 1.0,2025-07-20 20:23:09
cfe3152f8ead,1906,07/07/25,ZAW,ORDER DOC FERGUSEN,NUGZ,-259.0,low_confidence,ORDER DOC FERGUSEN,(A) CANNABIS DIST.,DOC FERGUSON,1.0,Matched to 'ORDER DOC FERGUSEN' with confidence 1.0,2025-07-20 20:23:09
e2a34c9e006b,1907,07/07/25,GSW,ORDER SOONER WHOLESALE INC,NUGZ,-415.0,low_confidence,ORDER SOONER WHOLESALE INC,NON CANNABIS,Sooner Wholesale,1.2999999999999998,Matched to 'ORDER SOONER WHOLESALE INC' with confidence 1.2999999999999998,2025-07-20 20:23:09
349a99b72e1b,1908,07/07/25,GSW,ORDER C-STORE,NUGZ,-248.0,low_confidence,ORDER TRIBE,(B) CANNABIS DIST.,TRIBE,1.1,Matched to 'ORDER TRIBE' with confidence 1.1,2025-07-20 20:23:09
5d54a3660dce,1909,07/07/25,GSW,ORDER BUDDIES DISTRIBUTION,NUGZ,-120.0,low_confidence,BUDDIES DISTRIBUTION,NON CANNABIS,BUDDIES DIST.,1.2,Matched to 'BUDDIES DISTRIBUTION' with confidence 1.2,2025-07-20 20:23:09
cc6367d1b805,1910,07/07/25,AMW,REG 3 DEPOSIT,NUGZ,300.0,low_confidence,REG 3 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 3 DEPOSIT' with confidence 1.0,2025-07-20 20:23:09
48458c4117d4,1911,07/07/25,AMW,REG 3 BANK,NUGZ,-300.0,low_confidence,REG 3 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 3 BANK' with confidence 1.0,2025-07-20 20:23:09
9f48ef76951f,1912,07/07/25,AMW,REG 2 DEPOSIT,NUGZ,1145.88,low_confidence,REG 2 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 2 DEPOSIT' with confidence 1.0,2025-07-20 20:23:09
1518068a4b20,1913,07/07/25,AMW,REG 2 BANK,NUGZ,-300.0,low_confidence,REG 2 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 2 BANK' with confidence 1.0,2025-07-20 20:23:09
d9b839ada01b,1914,07/07/25,AMW,REG 1 DEPOSIT,NUGZ,1256.24,low_confidence,REG 1 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 1 DEPOSIT' with confidence 1.0,2025-07-20 20:23:09
53d9600c98c9,1915,07/07/25,AMW,REG 1 BANK,NUGZ,-300.0,low_confidence,REG 1 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 1 BANK' with confidence 1.0,2025-07-20 20:23:09
7fffd39a5516,1916,07/08/25,KMS,ORDER ZEN,NUGZ,-250.0,low_confidence,ORDER ZEN CANNABIS,(B) CANNABIS DIST.,ZEN CANNABIS,1.2,Matched to 'ORDER ZEN CANNABIS' with confidence 1.2,2025-07-20 20:23:09
46937b3ebfcd,1918,07/08/25,GSW,ORDER WATERCOLOR LABS,NUGZ,-500.0,low_confidence,ORDER WATERCOLOR LABS,(B) CANNABIS DIST.,WATERCOLOR LABS,1.0,Matched to 'ORDER WATERCOLOR LABS' with confidence 1.0,2025-07-20 20:23:09
b46147e29d73,1920,07/08/25,AMW,REG 3 DEPOSIT,NUGZ,300.0,low_confidence,REG 3 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 3 DEPOSIT' with confidence 1.0,2025-07-20 20:23:09
cebba3c66d9d,1972,07/14/25,KMS,C-STORE,NUGZ,-1875.0,low_confidence,C - STORE,NON CANNABIS,C-STORE,1.075,Matched to 'C - STORE' with confidence 1.075,2025-07-20 20:23:44
7684b09dd767,1973,07/14/25,KMS,WALMART,NUGZ,-32.35,low_confidence,WALMART,NUGZ C.O.G.,WALMART,1.0,Matched to 'WALMART' with confidence 1.0,2025-07-20 20:23:44
8ae9a29e7cc2,1974,07/14/25,ZAW,REG 2 DEPOSIT,NUGZ,1171.4,low_confidence,REG 2 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 2 DEPOSIT' with confidence 1.0,2025-07-20 20:23:44
25b3b8251628,1975,07/14/25,ZAW,REG 2 BANK,NUGZ,-300.0,low_confidence,REG 2 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 2 BANK' with confidence 1.0,2025-07-20 20:23:44
e8a9c566ec34,1976,07/14/25,ZAW,REG 1 DEPOSIT,NUGZ,1417.91,low_confidence,REG 1 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 1 DEPOSIT' with confidence 1.0,2025-07-20 20:23:44
412c5dc61c37,1977,07/14/25,ZAW,REG 1 BANK,NUGZ,-300.0,low_confidence,REG 1 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 1 BANK' with confidence 1.0,2025-07-20 20:23:44
bd59d5ec5b76,1978,07/15/25,KMS,ORDER EASY STREET,NUGZ,-95.0,low_confidence,ORDER EASY STREET,(A) CANNABIS DIST.,EASY STREET,1.0,Matched to 'ORDER EASY STREET' with confidence 1.0,2025-07-20 20:23:44
827df138d866,1979,07/15/25,KMS,ORDER SUNDAY EXTRACTS,NUGZ,-1320.0,low_confidence,ORDER SUNDAY EXTRACTS,(B) CANNABIS DIST.,SUNDAY,1.0,Matched to 'ORDER SUNDAY EXTRACTS' with confidence 1.0,2025-07-20 20:23:44
939d32b07851,1980,07/15/25,KMS,ORDER CARTEL,NUGZ,-4880.0,low_confidence,ORDER CARTEL,(A) CANNABIS DIST.,CARTEL,1.0,Matched to 'ORDER CARTEL' with confidence 1.0,2025-07-20 20:23:44
0a5306038ae3,1981,07/15/25,JJS,ORDER PRESIDENTIAL,NUGZ,-529.0,low_confidence,ORDER PRESIDENTIAL,(B) CANNABIS DIST.,RED HEALTH,1.0,Matched to 'ORDER PRESIDENTIAL' with confidence 1.0,2025-07-20 20:23:44
b814e393fea4,1982,07/15/25,JJS,MONEY DROP REG 1,NUGZ,100.0,low_confidence,MONEY DROP,INCOME,REGISTERS,1.2,Matched to 'MONEY DROP' with confidence 1.2,2025-07-20 20:23:44
6e2480670507,1983,07/15/25,GSW,REG 2 DEPOSIT,NUGZ,998.01,low_confidence,REG 2 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 2 DEPOSIT' with confidence 1.0,2025-07-20 20:23:44
f13c4c691277,1984,07/15/25,GSW,REG 2 BANK,NUGZ,-300.0,low_confidence,REG 2 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 2 BANK' with confidence 1.0,2025-07-20 20:23:44
8cbdcf2da16e,1985,07/15/25,JJS,REG 1 DEPOSIT,NUGZ,1450.3,low_confidence,REG 1 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 1 DEPOSIT' with confidence 1.0,2025-07-20 20:23:44
7c6aa66f29c3,1986,07/15/25,JJS,REG 1 BANK,NUGZ,-300.0,low_confidence,REG 1 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 1 BANK' with confidence 1.0,2025-07-20 20:23:44
95c9a066aca6,1987,07/16/25,JJS2,WALMART,NUGZ,-38.16,low_confidence,WALMART,NUGZ C.O.G.,WALMART,1.0,Matched to 'WALMART' with confidence 1.0,2025-07-20 20:23:44
922fd28d2aee,1989,07/16/25,JJS,ORDER HIGH GUYS,NUGZ,-1806.3,low_confidence,ORDER HIGH GUYS,(A) CANNABIS DIST.,HIGH GUYS,1.0,Matched to 'ORDER HIGH GUYS' with confidence 1.0,2025-07-20 20:23:44
ed6fddc445aa,1990,07/16/25,ZAW,ATM LOAD,NUGZ,-360.0,low_confidence,ATM LOAD,JGD,ATM LOAD,1.0,Matched to 'ATM LOAD' with confidence 1.0,2025-07-20 20:23:44
baa776f8dad4,1991,07/16/25,JJS,REG 2 DEPOSIT,NUGZ,803.13,low_confidence,REG 2 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 2 DEPOSIT' with confidence 1.0,2025-07-20 20:23:44
72f8d0299a7f,1992,07/16/25,JJS,REG 2 BANK,NUGZ,-300.0,low_confidence,REG 2 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 2 BANK' with confidence 1.0,2025-07-20 20:23:44
9345b3ecc492,1993,07/16/25,JJS,REG 1 DEPOSIT,NUGZ,1783.41,low_confidence,REG 1 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 1 DEPOSIT' with confidence 1.0,2025-07-20 20:23:44
c7d80fd6ecf0,1994,07/16/25,JJS,REG 1 BANK,NUGZ,-300.0,low_confidence,REG 1 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 1 BANK' with confidence 1.0,2025-07-20 20:23:44
b2e7586c29ca,1995,07/17/25,AMW,REG 3 DEPOSIT,NUGZ,300.0,low_confidence,REG 3 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 3 DEPOSIT' with confidence 1.0,2025-07-20 20:23:44
179a5aca11c7,1996,07/17/25,AMW,REG 3 BANK,NUGZ,-300.0,low_confidence,REG 3 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 3 BANK' with confidence 1.0,2025-07-20 20:23:44
3614e372dd6e,1997,07/17/25,AMW,REG 2 DEPOSIT,NUGZ,1274.44,low_confidence,REG 2 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 2 DEPOSIT' with confidence 1.0,2025-07-20 20:23:44
36cb057301d4,1998,07/17/25,AMW,REG 2 BANK,NUGZ,-300.0,low_confidence,REG 2 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 2 BANK' with confidence 1.0,2025-07-20 20:23:44
9ead4eb95cb9,1999,07/17/25,AMW,REG 1 DEPOSIT,NUGZ,1685.24,low_confidence,REG 1 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 1 DEPOSIT' with confidence 1.0,2025-07-20 20:23:44
f2ae172c5813,2000,07/17/25,AMW,REG 1 BANK,NUGZ,-300.0,low_confidence,REG 1 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 1 BANK' with confidence 1.0,2025-07-20 20:23:44
6f64de99cd50,2002,07/17/25,JJS,ATM LOAD,NUGZ,-460.0,low_confidence,ATM LOAD,JGD,ATM LOAD,1.0,Matched to 'ATM LOAD' with confidence 1.0,2025-07-20 20:23:44
5ed52f320353,2003,07/18/25,JKS,ORDER SMOKIEZ,NUGZ,-493.35,low_confidence,ORDER SMOKIEZ,(B) CANNABIS DIST.,SMOKIES,1.0,Matched to 'ORDER SMOKIEZ' with confidence 1.0,2025-07-20 20:23:44
813da3885e77,2004,07/18/25,JJS,ALL TIME RESALE,NUGZ,-60.0,low_confidence,ALL TIME RESALE,NON CANNABIS,ALL TIME RESALE,1.0,Matched to 'ALL TIME RESALE' with confidence 1.0,2025-07-20 20:23:44
800b924ec000,2005,07/18/25,JJS,ORDER COUNTRY CANNABIS,NUGZ,-1000.0,low_confidence,ORDER COUNTRY CANNABIS,(A) CANNABIS DIST.,BIG COUNTRY,1.0,Matched to 'ORDER COUNTRY CANNABIS' with confidence 1.0,2025-07-20 20:23:44
2783812cd2df,2006,07/18/25,JJS,ORDER DIME,NUGZ,-762.75,low_confidence,ORDER DIME,(B) CANNABIS DIST.,PARAGON XTR.,1.0,Matched to 'ORDER DIME' with confidence 1.0,2025-07-20 20:23:44
99877388d167,2008,07/18/25,AMW,REG 3 DEPOSIT,NUGZ,426.95,low_confidence,REG 3 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 3 DEPOSIT' with confidence 1.0,2025-07-20 20:23:44
15e8ed1a801f,2009,07/18/25,AMW,REG 3 BANK,NUGZ,-300.0,low_confidence,REG 3 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 3 BANK' with confidence 1.0,2025-07-20 20:23:44
4c70065c15cc,2010,07/18/25,AMW,REG 2 DEPOSIT,NUGZ,1312.14,low_confidence,REG 2 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 2 DEPOSIT' with confidence 1.0,2025-07-20 20:23:44
5ac087af5848,2011,07/18/25,AMW,REG 2 BANK,NUGZ,-300.0,low_confidence,REG 2 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 2 BANK' with confidence 1.0,2025-07-20 20:23:44
b495d0f031ea,2012,07/18/25,AMW,REG 1 DEPOSIT,NUGZ,1553.35,low_confidence,REG 1 DEPOSIT,INCOME,REGISTERS,1.0,Matched to 'REG 1 DEPOSIT' with confidence 1.0,2025-07-20 20:23:44
aafee56ecce7,2013,07/18/25,AMW,REG 1 BANK,NUGZ,-300.0,low_confidence,REG 1 BANK,INCOME,REGISTERS,1.0,Matched to 'REG 1 BANK' with confidence 1.0,2025-07-20 20:23:44
b1f98a0f634c,2014,07/19/25,JJS2,SQUARE TIPS,NUGZ,-627.8,low_confidence,SQUARE TIPS,INCOME,SQUARE,1.0,Matched to 'SQUARE TIPS' with confidence 1.0,2025-07-20 20:23:44
8b589ec8f9f9,2016,07/19/25,KMS,WALMART,NUGZ,-7.68,low_confidence,WALMART,NUGZ C.O.G.,WALMART,1.0,Matched to 'WALMART' with confidence 1.0,2025-07-20 20:23:44
